loss,accuracy,val_loss,val_accuracy,lr
1.0890209674835205,0.59375,0.9881852269172668,0.5065000057220459,0.01
0.8991514444351196,0.6910966634750366,0.9661632180213928,0.6242499947547913,0.01
0.8439813256263733,0.7256674766540527,0.9363906979560852,0.7472500205039978,0.01
0.7947388291358948,0.752792239189148,0.8883146047592163,0.7854999899864197,0.01
0.7568126916885376,0.7705563306808472,0.818890392780304,0.809499979019165,0.01
0.7234466075897217,0.7888522744178772,0.7498698234558105,0.8267499804496765,0.01
0.7000439763069153,0.802148699760437,0.6865875720977783,0.8309999704360962,0.01
0.6810874938964844,0.8045952320098877,0.648323655128479,0.8309999704360962,0.01
0.657600998878479,0.8164024949073792,0.6099792122840881,0.8362500071525574,0.01
0.6437525749206543,0.8197000026702881,0.5876883268356323,0.8427500128746033,0.01
0.6360222697257996,0.8206573724746704,0.5791605114936829,0.8457499742507935,0.01
0.6126094460487366,0.8333156108856201,0.5587459802627563,0.8504999876022339,0.01
0.6052991151809692,0.8324646353721619,0.5474717617034912,0.8472499847412109,0.01
0.5886822938919067,0.8364003896713257,0.5429505705833435,0.8500000238418579,0.01
0.5765247941017151,0.8390596508979797,0.5299158692359924,0.8544999957084656,0.01
0.577170729637146,0.8405488729476929,0.5282567143440247,0.8487499952316284,0.01
0.5648115873336792,0.8456547260284424,0.5232471227645874,0.8529999852180481,0.01
0.5605767965316772,0.8417189717292786,0.5115997791290283,0.8529999852180481,0.01
0.5393198132514954,0.8495904803276062,0.5054525136947632,0.8544999957084656,0.01
0.5536873936653137,0.8405488729476929,0.5002128481864929,0.8532500267028809,0.01
0.537993848323822,0.8435272574424744,0.4962502419948578,0.8525000214576721,0.01
0.5241291522979736,0.8494840860366821,0.5000594258308411,0.8495000004768372,0.01
0.517726480960846,0.8517178893089294,0.4793267846107483,0.8617500066757202,0.01
0.5171281695365906,0.8502287268638611,0.4759988486766815,0.8607500195503235,0.01
0.510735273361206,0.8493777513504028,0.4842710494995117,0.8522499799728394,0.01
0.5137395858764648,0.8485267758369446,0.46938174962997437,0.859000027179718,0.01
0.4954344928264618,0.8512924313545227,0.47479698061943054,0.8500000238418579,0.01
0.5004727244377136,0.851398766040802,0.46079856157302856,0.8610000014305115,0.01
0.49135974049568176,0.8551217913627625,0.46508991718292236,0.8560000061988831,0.01
0.49309492111206055,0.8507605791091919,0.4588777720928192,0.8572499752044678,0.01
0.48298636078834534,0.8549090623855591,0.4531068801879883,0.8582500219345093,0.01
0.47711020708084106,0.8524625301361084,0.4431122839450836,0.8602499961853027,0.01
0.47829243540763855,0.8545899391174316,0.4407846927642822,0.859499990940094,0.01
0.48162776231765747,0.8498032093048096,0.4379284083843231,0.8632500171661377,0.01
0.4672393500804901,0.8556536436080933,0.4352867007255554,0.8675000071525574,0.01
0.4659828245639801,0.8552281856536865,0.439799040555954,0.8575000166893005,0.01
0.4599342346191406,0.8592702746391296,0.43442150950431824,0.859749972820282,0.01
0.4665724039077759,0.8527815937995911,0.43805474042892456,0.8557500243186951,0.01
0.45306387543678284,0.8595893979072571,0.42820215225219727,0.862500011920929,0.01
0.4604107439517975,0.8592702746391296,0.4205627143383026,0.8677499890327454,0.01
0.4548870325088501,0.8549090623855591,0.4340987503528595,0.8539999723434448,0.01
0.44899022579193115,0.8593766689300537,0.4153636693954468,0.8632500171661377,0.01
0.44999203085899353,0.8609722256660461,0.41955873370170593,0.8617500066757202,0.01
0.4485941231250763,0.8512924313545227,0.41386091709136963,0.8632500171661377,0.01
0.4442901909351349,0.8561854958534241,0.4138602912425995,0.8622499704360962,0.01
0.4411715865135193,0.8629932999610901,0.4172852337360382,0.8532500267028809,0.01
